Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
A13318152,0.020619626,11553,0.821675919,1.332244291,1.118387705
A13318152,0.021962478,14768,0.675722536,1.159779115,0.642736174
A13318152,0.018268677,13737,0.761522239,1.280056523,0.502964408
A13318152,0.022996723,14252,0.60912025,1.167166084,0.398750073
A13318152,0.0226161,14688,0.744820081,1.175961542,0.75618522
A13318152,0.023024631,11308,0.376226421,1.135821745,0.471182416
A13318152,0.016160899,15828,0.647042437,1.209188191,0.335062844
A13318152,0.017071046,16008,0.797753665,1.230523373,0.549506801
A13318152,0.021033031,19823,0.307365214,1.283897998,0.712339997
A13318152,0.018821207,12003,0.631288383,1.166180295,0.497462482
A13318152,0.02351598,18518,0.800499555,1.387380341,2.051469558
A13318152,0.019575619,15113,0.813975203,1.243123544,0.500545309
A13318152,0.021189357,20558,0.582514701,1.136762305,0.674548811
A13318152,0.023691673,12659,0.504185678,1.143347532,0.977752581
A13318152,0.025523378,12303,0.631173198,1.135338043,1.099620204
A13318152,0.02182422,16444,0.759312364,1.254686816,0.867765102
A13318152,0.022068696,17630,0.575897512,1.137171336,0.741164445
A13318152,0.023236995,16754,0.675414098,1.174111007,0.551642052
A13318152,0.022998069,15806,0.693843441,1.172462687,0.620543777
A13318152,0.021164535,16770,0.595748339,1.136946582,0.430778742
A13318152,0.026476049,13585,0.664232507,1.279949724,2.3160119
A13318152,0.024996883,15279,0.691783564,1.329222165,1.002162143
A13318152,0.030078726,19480,0.670601616,1.224450931,2.587682487
A13318152,0.022995324,11792,0.719284015,1.223464333,0.542377942
A13318152,0.029180741,18885,0.66998454,1.173983902,2.033765364
A13318152,0.024089816,12796,0.688309323,1.160771641,0.516450063
A13318152,0.022942521,13273,0.765760491,1.215331628,0.611634638
A13318152,0.025404415,10223,0.693409643,1.149211749,0.879859905
A13318152,0.022174276,11988,0.42577279,1.109440747,0.51007864
A13318152,0.022897191,11827,0.687260299,1.16762497,0.72925153
A13318152,0.020489803,11437,0.68779183,1.202061809,0.413404187
A13318152,0.018773541,17067,0.717506577,1.544841139,0.483564085
A13318152,0.016841966,11993,0.873101157,1.745943096,0.239766994
A13318152,0.023632229,9939,0.680019295,1.160882237,0.64388405
A13318152,0.020824078,10325,0.730793668,1.161673122,0.489398369
A13318152,0.023352554,12958,0.796495048,1.230293681,0.72915778
A13318152,0.01740015,16083,0.663986127,1.578060205,0.255323284
A13318152,0.019219408,13920,0.770567286,1.27138232,0.229588949
A13318152,0.017766897,17876,0.500826641,1.114763382,0.356359271
A13318152,0.021371274,19075,0.839497544,2.170302479,0.445981497
A13318152,0.020371797,10079,0.543543482,1.223449472,0.355310464
A13318152,0.018632317,8243,0.803387175,1.580957305,0.218887757
A13318152,0.02162268,11536,0.554503075,1.223237336,0.524810289
A13318152,0.019671134,10384,0.859410984,1.462547341,0.212496669
A13318152,0.025185644,23426,0.668106463,1.17671471,1.291572817
A13318152,0.021218656,9809,0.938130376,1.73485855,0.346626827
A13318152,0.023150988,15041,0.450242692,1.197177419,0.752896146
A13318152,0.024497291,16304,0.669389356,1.166645374,0.630341409
A13318152,0.026490347,16086,0.406341532,1.126267158,1.462214048
A13318152,0.029824659,11077,0.643767259,1.197835097,0.916793321
A13318152,0.027548511,23591,0.841472925,1.827155762,1.238567397
A13318152,0.026557639,12581,0.61097559,1.165426591,0.74778104
A13318152,0.028371553,10995,0.772713433,1.252450217,0.722727072
A13318152,0.028156552,11273,0.820279684,1.314635389,0.750628502
A13318152,0.029704812,12093,0.690762335,1.223544689,0.682220375
A13318152,0.028627989,10291,0.814719894,1.354435637,0.487491363
A13318152,0.029127218,9611,0.690881143,1.251742537,0.624807565
A13318152,0.03124131,11401,0.636014259,1.222324735,0.66850015
A13318152,0.029169548,17588,0.753118155,1.485088093,0.68071567
A13318152,0.031657418,21671,0.677977364,1.262439302,3.049572019
A13318152,0.030042802,12552,0.662247122,1.370840791,1.008093309
A13318152,0.031329338,12142,0.415908089,1.12853061,1.030376367
A13318152,0.035336023,13067,0.604925812,1.145964309,1.407308303
A13318152,0.027934592,10309,0.507892605,1.130165336,0.538492844
A13318152,0.03145898,21348,0.794468203,2.458781548,0.977982347
A13318152,0.028281385,17432,0.512765828,1.252834028,0.715591657
A13318152,0.030424612,8631,0.648584287,1.319006077,0.648379719
A13318152,0.029126416,12194,0.794180043,1.358364925,0.5230275
A13318152,0.033704528,10708,0.341545025,1.130869021,1.085412795
A13318152,0.028232768,12320,0.705044297,1.237966514,0.428301288
A13318152,0.031552634,9833,0.640221965,1.256057068,0.722653636
A13318152,0.030960107,8333,0.756827368,1.324186112,0.695911236
A13318152,0.028638967,8554,0.803565416,2.105435757,0.551334777
A13318152,0.034612217,14446,0.889575851,1.418049697,1.665352037
A13318152,0.032756202,11986,0.707590037,1.186196089,0.936313536
A13318152,0.034478167,23950,0.863629864,1.668464207,1.108986588
A13318152,0.031397038,19581,0.826293956,1.610809544,0.91726607
A13318152,0.029531703,11185,0.905397755,1.605540683,0.565720072
A13318152,0.031623677,11635,0.668058058,1.14717494,0.782937173
A13318152,0.027921384,9350,0.560424405,1.79043378,0.223662504
A13318152,0.02857137,11546,0.864815934,1.506254486,0.915540843
A13318152,0.028370837,12632,0.496051243,1.346637786,0.576513838
A13318152,0.030961842,10368,0.792754378,1.349436164,1.012205819
A13318152,0.02612917,17520,0.703291542,1.385073747,0.553586599
A13318152,0.026247537,11577,0.76453096,1.25624898,0.432222833
A13318152,0.030066468,16557,0.852119013,1.523550035,0.805071473
A13318152,0.028469549,10617,0.791893264,1.237879713,0.500500802
A13318152,0.02982497,17985,0.53686355,1.444067217,1.291918837
A13318152,0.025540241,10892,0.632211329,1.151028058,0.498347134
A13318152,0.032776251,24953,0.836170664,1.75273695,1.261615015
A13318152,0.025737962,9465,0.634289095,1.146406654,0.670614546
A13318152,0.032289292,11098,0.715057665,1.355951799,0.726255415
A13318152,0.033850579,10282,0.359144205,1.163866743,1.372904658
A13318152,0.029133105,12615,0.816334818,1.916456711,0.660088464
A13318152,0.032476037,11877,0.726117386,1.208841836,0.627365058
A13318152,0.021325201,18640,0.722089351,1.285997227,0.421224139
A13318152,0.032101339,13040,0.623000266,1.31176091,1.041132726
A13318152,0.02533434,12766,0.874496063,2.109795667,0.733456305
A13318152,0.031555138,12229,0.544499449,1.588101318,0.928263725
A13318152,0.027980139,13365,0.598143679,1.163925379,0.998366029
A13318152,0.024625229,10823,0.593666351,1.246176919,0.614447279
A13318152,0.027324835,13502,0.798071004,1.337720142,0.92082155
A13318152,0.023131925,8943,0.852892252,1.331843447,0.592626842
A13318152,0.022975495,15225,0.709824483,1.199452742,0.549236397
A13318152,0.022329524,8666,0.650911871,1.225404223,0.58053094
A13318152,0.022510878,13200,0.465842925,1.417501136,0.478924857
A13318152,0.023727918,14564,0.634230999,1.289671349,0.400147442
A13318152,0.021748923,7878,0.923990972,1.883289496,0.444333917
A13318152,0.023865647,12202,0.613310186,1.170487768,0.46868902
A13318152,0.023900273,12028,0.644227288,1.161295639,0.584166676
A13318152,0.019641132,14449,0.713278145,1.233022758,0.617162794
A13318152,0.025737566,12993,0.688901413,1.171242484,0.791251731
A13318152,0.023248993,13452,0.706777592,1.205630986,0.643202026
A13318152,0.022536304,19650,0.610991573,1.152158479,0.66022616
A13318152,0.024599045,14310,0.562624517,1.151778931,0.705181699
A13318152,0.020248515,20791,0.452475203,1.123016536,0.458978418
A13318152,0.017325246,7885,0.627037695,1.430859397,0.334369036
A13318152,0.019466554,7907,0.79332183,1.651754217,0.384137432
A13318152,0.020838224,12608,0.78221479,1.237313117,0.810825079
A13318152,0.021108796,17376,0.732752962,1.289850711,0.613205683
A13318152,0.025389023,26169,0.653986727,2.011602088,1.467794036
A13318152,0.025892265,10702,0.72008235,1.356779701,0.967705526
A13318152,0.017107039,8235,0.785042937,1.594130901,0.307033239
A13318152,0.029179129,18637,0.647431569,1.880604309,2.023736332
A13318152,0.030170643,14072,0.547990819,1.132898345,1.854577282
A13318152,0.029381933,20369,0.607422325,1.13765822,1.491286324
A13318152,0.025308865,14714,0.630616735,1.38786769,0.731528121
A13318152,0.025575516,15116,0.406010701,1.116950104,0.940739253
A13318152,0.020359023,18516,0.758345019,1.197757672,0.708973281
A13318152,0.023570536,15012,0.339518147,1.123013009,0.701323551
A13318152,0.014519271,28221,0.781916899,1.863491296,0.271941577
A13318152,0.020046056,14913,0.816906199,1.340901569,0.558412696
A13318152,0.020390734,12479,0.822882312,1.286179207,0.463555898
A13318152,0.018523116,13357,0.685565274,1.302029969,1.009944302
A13318152,0.020234291,8290,0.539462874,1.220906646,0.368762465
A13318152,0.020340567,11822,0.883178216,1.405476705,0.444003519
A13318152,0.014107794,8453,0.734542059,2.192784936,0.29378566
A13318152,0.015039255,13761,0.703086269,3.903629842,0.28629768
A13318152,0.018160852,8342,0.81500153,1.285688217,0.229401417
A13318152,0.018118327,16680,0.755801885,1.292305998,0.365878888
A13318152,0.021410643,14063,0.287431702,1.123305126,0.41577443
A13318152,0.019545177,8450,0.63195179,1.155559765,0.236962753
A13318152,0.0148176,16269,0.74203197,1.211760907,0.276135358
A13318152,0.022134563,16301,0.725996256,1.20860774,0.342838286
A13318152,0.019548167,19194,0.57590881,1.18750078,0.428563749
A13318152,0.018719862,14157,0.6416518,1.145592147,0.274133228
A13318152,0.020957644,14766,0.64992703,1.209753855,0.495382337
A13318152,0.014845849,9650,0.522796659,4.170762235,0.278618209
A13318152,0.02101233,17646,0.696353958,1.184953168,0.509314949
A13318152,0.016528015,14446,0.267655059,1.216128296,0.230950194
A13318152,0.014495545,20269,0.782259442,1.491072037,0.295553501
A13318152,0.020547077,12722,0.62171394,1.194087826,0.372971574
A13318152,0.018801713,10531,0.475220657,1.790396866,0.268711952
A13318152,0.019996015,15104,0.713164926,1.2927488,0.418593545
A13318152,0.018251359,14927,0.521575477,1.154431453,0.334321574
A13318152,0.022617954,22131,0.652514116,1.152965074,0.586199865
A13318152,0.019182554,12181,0.617147143,1.157683401,0.402599225
A13318152,0.02262288,10321,0.563202957,1.917236056,0.921588319
A13318152,0.012826995,12020,0.744255132,1.290737909,0.456469009
A13318152,0.016097536,12938,0.661194236,1.186461874,0.361212259
A13318152,0.016541604,11602,0.724799615,1.218261774,0.388557293
A13318152,0.012523928,14768,0.553256179,1.879182038,0.461802657
A13318152,0.024400049,18253,0.431132292,1.167308153,1.680014611
A13318152,0.016928309,11084,0.576635944,1.200760141,0.394391765
A13318152,0.019569618,12812,0.735890769,1.243292029,1.003732235
A13318152,0.017192252,9075,0.708657562,1.199200276,0.368144393
A13318152,0.02740725,20127,0.551706547,1.140506349,2.854693018
A13318152,0.021460036,13301,0.826728573,1.27393459,0.652989123
A13318152,0.021862597,21563,0.821625975,1.492568551,3.239346619
A13318152,0.012862548,13044,0.35815393,1.430570143,0.424018208
A13318152,0.013863253,17548,0.528616751,1.128092696,0.347630693
A13318152,0.040245582,9885,0.250716942,1.141610652,51.99692377
A13318152,0.025044561,8814,0.387380422,1.266724346,7.095068357
A13318152,0.031039465,21990,0.543745093,1.338170368,37.54323407
A13318152,0.013496045,12216,0.540926665,1.798123593,0.33471948
